scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Sbi Small Cap Fund,500,5000,0.7,15395.0,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,Sbi Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3,6.383333333333333,37.599999999999994,20.599999999999998,Affordable SIP,0.5139500734214391,0.7106227106227107,0.6221198156682027,0.48866995073891634,0.7297297297297298,0.11626016260162597,0.6122863920220749,0.3397060354840002,0.6027268576975031,25.0
Sbi Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.9,41.1,21.8,10.275,39.34,21.599999999999998,Affordable SIP,0.5550660792951541,0.9487179487179488,0.6152073732718895,0.5743842364532021,0.3204633204633205,0.11382113821138207,0.7518920140065515,0.3901589971564741,0.5624379599462997,53.0
Sbi Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21.0,6.183333333333334,36.230000000000004,16.46666666666667,Affordable SIP,0.49632892804698964,0.9194139194139195,0.5368663594470046,0.5354679802955666,0.6640926640926641,0.11571815718157186,0.7078714237304545,0.3675680510499687,0.6116802150622441,21.0
Shriram Hybrid Equity Fund,1000,5000,0.65,56.0,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9,2.9499999999999997,17.05,9.1,High SIP,0.21145374449339205,0.47619047619047616,0.45622119815668205,0.29211822660098524,0.7490347490347491,0.1146341463414634,0.3438221103419341,0.22112459449717653,0.44920046020137383,318.0
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981.0,10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7,4.34,21.029999999999998,10.866666666666665,Affordable SIP,0.27019089574155647,0.5054945054945055,0.5253456221198156,0.38596059113300496,0.7413127413127413,0.11490514905149052,0.38784270061803094,0.27753841430039916,0.4871651521444207,192.0
Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8,1.65,3.0199999999999996,3.7999999999999994,Affordable SIP,0.0,0.25274725274725274,0.26497695852534564,0.3475369458128079,0.8918918918918919,0.1260162601626016,0.12637362637362637,0.25892867155272536,0.36535711596040144,598.0
Sundaram Balanced Advantage Fund,500,100,0.62,1532.0,10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,3.9,11.9,7.2,2.975,11.280000000000001,7.666666666666667,Affordable SIP,0.12628487518355358,0.4139194139194139,0.5368663594470046,0.38152709359605913,0.7606177606177607,0.12276422764227646,0.27010214455148374,0.27802194721454604,0.4472718619466165,335.0
Sundaram Banking & Psu Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking And Psu Mutual Funds,3.5,5.0,6.1,2.5,4.81,4.866666666666666,Affordable SIP,0.024963289280469897,0.37362637362637363,0.2995391705069124,0.415024630541872,0.9266409266409267,0.07886178861788617,0.19929483145342175,0.2805594937722777,0.41336992240882453,488.0
Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8,3.75,21.04,12.866666666666667,Affordable SIP,0.2819383259911894,0.4725274725274725,0.4838709677419355,0.3428571428571429,0.4362934362934363,0.11490514905149052,0.37723289925933096,0.2516763453348819,0.39449216412571086,540.0
Sundaram Corporate Bond Fund,250,5000,0.28,996.0,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3,3.4,6.52,6.2,Affordable SIP,0.0513950073421439,0.41758241758241754,0.4539170506912442,0.374384236453202,0.8918918918918919,0.12086720867208678,0.23448871246228073,0.2729774253407559,0.4484984818972475,325.0
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2,3.8666666666666667,10.4,7.3,Affordable SIP,0.12187958883994124,0.3772893772893773,0.49539170506912444,0.39014778325123156,0.5366795366795367,0.11978319783197833,0.24958448306465925,0.28200194908353027,0.3753823107721023,584.0
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,Elss Mutual Funds,2.2,26.1,8.9,4.3500000000000005,24.44,12.4,Affordable SIP,0.33480176211453744,0.47619047619047616,0.5138248847926267,0.3450738916256158,0.35907335907335913,0.1121951219512195,0.40549611915250683,0.2519223837558573,0.39252012195124647,548.0
Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7,4.3999999999999995,25.38,13.766666666666666,Affordable SIP,0.3392070484581497,0.5787545787545787,0.5460829493087558,0.39778325123152714,0.6061776061776062,0.11490514905149052,0.4589808136063642,0.28463201035951247,0.48704811840262524,193.0
Sundaram Equity Savings Fund,500,100,0.54,415.0,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9,5.6000000000000005,16.26,10.200000000000001,Affordable SIP,0.19823788546255505,0.5128205128205129,0.5345622119815668,0.39064039408867,0.7915057915057915,0.11111111111111116,0.35552919914153397,0.27882868089764645,0.4888248720640218,186.0
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601.0,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6,4.316666666666666,25.389999999999997,16.633333333333333,Affordable SIP,0.33186490455212914,0.6117216117216118,0.43317972350230416,0.4009852216748769,0.803088803088803,0.11246612466124661,0.47179325813687045,0.2855775828694248,0.5189620861578235,124.0
Sundaram Focused Fund,100,300,1.2,771.0,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1,4.083333333333333,23.3,11.933333333333332,Affordable SIP,0.31130690161527164,0.63003663003663,0.4700460829493087,0.28201970443349755,0.5366795366795367,0.11111111111111116,0.4706717658259508,0.213656267104543,0.44849624715580777,326.0
Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,1.59,2.0,16.95,0.865,0.88,6,Sundaram Mutual Fund,0,Other,Fofs Overseas,2.4,20.5,7.7,3.4166666666666665,19.08,10.2,Affordable SIP,0.25256975036710716,0.43223443223443225,0.39170506912442393,0.3783251231527094,0.4517374517374517,0.11314363143631434,0.3424020913007697,0.2722525264661514,0.3690740922494783,592.0
Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1,5.416666666666667,30.63,16.3,Affordable SIP,0.42878120411160053,0.48351648351648346,0.5460829493087558,0.49630541871921185,0.277992277992278,0.11815718157181576,0.45614884381404197,0.3450461238602534,0.4129311154644755,491.0
Sundaram Large And Mid Cap Fund,100,100,0.72,4885.0,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7,4.233333333333333,24.68,11.933333333333332,Affordable SIP,0.3245227606461086,0.5787545787545787,0.5184331797235022,0.37684729064039413,0.722007722007722,0.11138211382113816,0.4516386697003436,0.27066121991269176,0.5054432173136721,146.0
Sundaram Liquid Fund,2000,1000,0.17,4169.0,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3,2.1,4.03,4.3999999999999995,High SIP,0.01321585903083701,0.27106227106227104,0.4147465437788018,0.36256157635467984,0.9343629343629344,0.11653116531165308,0.14213906504655402,0.2641494119374691,0.413018080155736,489.0
Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8,2.45,4.57,4.1000000000000005,High SIP,0.023494860499265788,0.21611721611721613,0.380184331797235,0.36453201970443355,0.8725868725868726,0.1796747967479675,0.11980603830824096,0.29058913052184715,0.3856943694077386,565.0
Sundaram Lt Mc Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,1.4,42.8,9.5,7.133333333333333,41.58,17.9,Affordable SIP,0.5800293685756239,0.4981684981684982,0.6082949308755761,0.6701970443349754,0.528957528957529,0.11002710027100271,0.539098933372061,0.44612906670938635,0.5364573017697298,94.0
Sundaram Lt Mc Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,3.8,44.8,9.8,7.466666666666666,43.57,19.466666666666665,Affordable SIP,0.6093979441997062,0.5091575091575092,0.6221198156682027,0.7078817733990149,0.5250965250965252,0.11002710027100271,0.5592777266786078,0.4687399041478101,0.5497201707013865,73.0
Sundaram Lt Mc Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,3.5,42.3,8.6,7.05,41.04,18.133333333333333,Affordable SIP,0.5726872246696033,0.4652014652014652,0.6059907834101382,0.6679802955665026,0.5135135135135135,0.11084010840108405,0.5189443449355342,0.4451242207003352,0.52392290613967,118.0
Sundaram Lt Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,4.0,29.2,12.5,4.866666666666666,28.0,15.233333333333334,Affordable SIP,0.38032305433186486,0.6080586080586081,0.5368663594470046,0.3802955665024631,0.5366795366795367,0.11111111111111116,0.4941908311952365,0.2726217843459223,0.480112756189268,224.0
Sundaram Lt Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,4.4,29.6,11.5,4.933333333333334,28.59,15.166666666666666,Affordable SIP,0.3861967694566813,0.5714285714285714,0.5414746543778802,0.3911330049261084,0.61003861003861,0.11111111111111116,0.4788126704426263,0.2791242474001095,0.49419828867229554,169.0
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3,1.6666666666666667,3.8899999999999997,4.266666666666667,Affordable SIP,0.024963289280469897,0.3443223443223443,0.20046082949308755,0.32512315270935965,0.5714285714285714,0.10867208672086726,0.1846428168014071,0.23854272631396267,0.2925878444234176,640.0
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,4.566666666666666,26.36,13.299999999999999,Affordable SIP,0.3538913362701908,0.4505494505494505,0.5414746543778802,0.30098522167487685,0.5984555984555984,0.11300813008130084,0.40222039340982063,0.22579438503744645,0.45266614560902085,310.0
Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0,4.683333333333334,27.130000000000003,12.300000000000002,Affordable SIP,0.3641703377386197,0.5531135531135531,0.5299539170506913,0.38103448275862073,0.6254826254826256,0.1121951219512195,0.4586419454260864,0.27349873843566025,0.48684302871657825,194.0
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2,4.366666666666666,25.74,10.433333333333332,Affordable SIP,0.3362701908957415,0.4505494505494505,0.48156682027649766,0.3179802955665025,0.8223938223938224,0.11002710027100271,0.393409820722596,0.23479901744830256,0.49449560056003894,168.0
Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,3.2,6.12,5.333333333333333,High SIP,0.045521292217327466,0.326007326007326,0.3870967741935484,0.3822660098522168,0.8918918918918919,0.17696476964769647,0.18576430911232675,0.30014551377040866,0.4197198785221747,458.0
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,7.483333333333333,43.89,18.599999999999998,Affordable SIP,0.6108663729809103,0.4908424908424909,0.6221198156682027,0.4783251231527094,0.61003861003861,0.11409214092140918,0.5508544319117006,0.33263193026018933,0.5471701779470017,77.0
Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,Elss Mutual Funds,1.2,27.7,9.9,4.616666666666666,25.939999999999998,12.933333333333332,Affordable SIP,0.3582966226138032,0.5128205128205129,0.5299539170506913,0.3719211822660099,0.3204633204633205,0.11165311653116528,0.43555856771715806,0.267813955972072,0.4005021340086424,525.0
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5,1.5666666666666667,4.53,4.966666666666667,High SIP,0.02055800293685757,0.315018315018315,0.6152073732718895,0.3822660098522168,0.9343629343629344,0.1097560975609756,0.16778815897758628,0.2732620449357203,0.4647367785765041,268.0
Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,2.2,1.61,21.31,0.81,1.0,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,3.8666666666666667,22.61,15.9,Affordable SIP,0.29221732745961815,0.6117216117216118,0.4193548387096774,0.36871921182266015,0.7722007722007722,0.1146341463414634,0.45196946959061496,0.26708518563018147,0.49777172647290174,162.0
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1,6.5,38.69,15.033333333333333,Affordable SIP,0.5242290748898677,0.9597069597069599,0.5046082949308756,0.47955665024630545,0.8803088803088803,0.11165311653116528,0.7419680172984138,0.3323952367602494,0.6676453714967981,10.0
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0,4.633333333333334,26.89,14.799999999999999,Affordable SIP,0.3597650513950073,0.5164835164835165,0.543778801843318,0.4155172413793104,0.6486486486486487,0.11327913279132795,0.43812428393926195,0.2946219979441174,0.49036093579814816,180.0
Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5,3.0,11.88,7.633333333333333,Affordable SIP,0.1277533039647577,0.42490842490842495,0.543778801843318,0.382512315270936,0.9536679536679536,0.1146341463414634,0.27633086443659133,0.27536104769914693,0.49900925171516053,159.0
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,4.6499999999999995,26.959999999999997,13.133333333333333,Affordable SIP,0.3612334801762114,0.63003663003663,0.5414746543778802,0.44926108374384244,0.6370656370656371,0.11653116531165308,0.4956350551064207,0.3161691163709667,0.5132407296401986,134.0
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,2.4,3.9,5.633333333333333,Affordable SIP,0.02202643171806168,0.40293040293040294,0.25115207373271886,0.3307881773399015,0.6525096525096525,0.11869918699186988,0.2124784173242323,0.24595258120068886,0.33524208198375316,624.0
Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,3.8000000000000003,21.75,13.166666666666666,Affordable SIP,0.2863436123348017,0.5347985347985348,0.5276497695852534,0.39729064039408873,0.5945945945945945,0.11382113821138207,0.4105710735666682,0.2839028395210061,0.4609924579205175,281.0
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6,3.8333333333333335,22.09,12.133333333333333,Affordable SIP,0.28928046989720996,0.5384615384615384,0.4907834101382489,0.36305418719211824,0.6486486486486487,0.1168021680216802,0.41387100417937417,0.264553379523943,0.46555025279015305,265.0
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,2.41,2.68,18.72,0.86,1.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,3.6166666666666667,20.689999999999998,9.466666666666667,Affordable SIP,0.27019089574155647,0.6923076923076924,0.4193548387096774,0.3950738916256158,0.61003861003861,0.11327913279132795,0.48124929402462446,0.28235598809190066,0.47123373607522284,253.0
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,Elss Mutual Funds,2.2,26.5,12.0,4.416666666666667,25.74,13.566666666666668,Affordable SIP,0.3406754772393539,0.5897435897435898,0.5092165898617511,0.3396551724137931,0.7065637065637065,0.11111111111111116,0.4652095334914718,0.24823754789272034,0.5018036901937737,153.0
Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1,5.833333333333333,33.58,20.7,Affordable SIP,0.4654919236417033,0.63003663003663,0.5875576036866359,0.561576354679803,0.4517374517374517,0.11951219512195121,0.5477642768391666,0.3847506908566623,0.5072641980358561,143.0
Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0,5.583333333333333,32.61,18.766666666666666,Affordable SIP,0.44346549192364165,0.6630036630036631,0.5253456221198156,0.3926108374384237,0.6563706563706564,0.11111111111111116,0.5532345774636523,0.28001094690749867,0.5324572615382129,100.0
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,3.05,0.45,16.0,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,4.283333333333333,24.46,12.933333333333332,Affordable SIP,0.32892804698972095,0.5641025641025641,0.5,0.3401477832512316,0.5212355212355213,0.11111111111111116,0.4465153055461425,0.24853311439518339,0.4461949696866149,338.0
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,2.2,4.19,5.1000000000000005,Affordable SIP,0.016152716593245242,0.3443223443223443,0.4032258064516129,0.3640394088669951,0.9189189189189189,0.11490514905149052,0.18023753045779478,0.2643857049407933,0.4221277589442892,449.0
Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,4.866666666666666,28.22,14.666666666666666,Affordable SIP,0.38032305433186486,0.6446886446886447,0.5599078341013825,0.3330049261083744,0.6216216216216216,0.11300813008130084,0.5125058495102548,0.24500620769754497,0.5091402431844156,142.0
Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8,1.8666666666666665,5.43,5.366666666666667,Affordable SIP,0.033773861967694566,0.326007326007326,0.6612903225806451,0.4009852216748769,0.9343629343629344,0.10460704607046067,0.17989059398751028,0.2824339514331104,0.4801701284168333,223.0
Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0,4.266666666666667,25.44,12.866666666666667,Affordable SIP,0.3274596182085169,0.5897435897435898,0.4907834101382489,0.31527093596059114,0.9382239382239382,0.11002710027100271,0.4586016039760533,0.23317340168475575,0.551129318426769,71.0
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,5.783333333333334,33.790000000000006,15.600000000000001,Affordable SIP,0.461086637298091,0.717948717948718,0.5207373271889401,0.7408866995073893,0.6486486486486487,0.12330623306233068,0.5895176776234045,0.49385451292936583,0.5761948755887168,39.0
Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,3.216666666666667,18.62,9.733333333333334,Affordable SIP,0.23494860499265785,0.4945054945054945,0.44700460829493094,0.33201970443349754,0.7374517374517374,0.11707317073170731,0.3647270497490762,0.24604109095278143,0.45656083956446825,295.0
